Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Sweden,SWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.157988027,2.961150738,0.888377507,-0.04429297,-0.179638494,-0.046784745,0.984269245,1.794499047,1.953535301,1.784150974,0.497367319,2.163197364,8.369290989,8.548624897,2.835816582,..
Switzerland,CHE,Trade (% of GDP),NE.TRD.GNFS.ZS,120.0651233,125.5562732,126.4538605,133.6937084,120.2134234,117.1384822,123.5659245,123.6218076,124.4285043,124.1276122,121.785978,130.0162613,138.5006988,135.3200022,134.0951485,..
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.243397157,1.813108305,1.179253853,1.792144007,2.349881415,1.644627508,2.06868969,1.362799655,2.860445794,1.14198219,-2.14173712,5.559620206,3.04406103,0.683328174,1.302333325,..
Switzerland,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.688238707,0.231349208,-0.692552018,-0.217323155,-0.013202539,-1.143908672,-0.434618664,0.53378784,0.936335464,0.36288618,-0.725874933,0.581814168,2.835027986,2.13540088,1.06234042,..
Thailand,THA,Trade (% of GDP),NE.TRD.GNFS.ZS,127.2505226,139.6754072,137.6749385,132.4622742,130.9054954,124.8396622,120.5752273,120.8914274,120.8418647,109.6895147,97.80074325,117.2529446,132.8587121,128.8241142,136.747107,..
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.513390533,0.840132083,7.242796202,2.687495563,0.984468864,3.134047249,3.435157717,4.177681032,4.222870287,2.114557796,-6.050038469,1.552166084,2.580378747,2.017750953,2.541820677,..
Thailand,THA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.247588424,3.808790581,3.014899503,2.184886185,1.895141819,-0.900424963,0.188149704,0.665631893,1.063897542,0.706728601,-0.845937147,1.230395413,-1.610680305,8.478051744,1.365805408,..
Tunisia,TUN,Trade (% of GDP),NE.TRD.GNFS.ZS,100.1510098,100.1063793,101.5507239,98.95495669,96.10710386,87.24853066,87.09266436,95.80919798,103.8718243,102.3326147,84.33332971,93.63341407,116.0957944,112.128858,106.2985492,..
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.971132751,-2.046633895,4.216677115,2.429930964,3.090328031,0.967834206,1.117231964,2.252614376,2.606969654,1.55009305,-8.975126229,4.736036482,2.75228761,0.184015548,1.61444565,..
Tunisia,TUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.338979636,3.24002842,4.611844322,5.316235313,4.625550995,4.437371273,3.629399374,5.308848396,7.30759176,6.720075329,5.634151159,5.706350208,8.306461244,9.328995975,7.206616572,..
Turkiye,TUR,Trade (% of GDP),NE.TRD.GNFS.ZS,46.94333667,53.6515839,53.3277613,53.068353,54.30677404,51.87492526,48.87018381,56.13565852,62.82513239,62.57845893,60.38985312,69.60889761,79.89827223,65.68320847,54.59880612,..
Turkiye,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.542198485,10.97996253,4.807626966,8.488256893,4.600794473,5.805573866,3.323665082,7.8258573,3.468153061,1.301623655,1.803062471,11.81109445,5.441225113,5.045123698,3.327623089,..
Turkiye,TUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.566444206,6.471879671,8.891569965,7.493090305,8.854572714,7.670853648,7.775134153,11.14431108,16.3324639,15.17682157,12.27895745,19.59649269,72.30883599,53.85940876,58.50645073,..
Ukraine,UKR,Trade (% of GDP),NE.TRD.GNFS.ZS,95.72973045,104.8050739,102.6227884,94.00166945,100.6917825,107.8066163,105.5212049,104.0349829,99.19981507,90.51123429,79.15645238,82.69796136,87.39651399,77.50961419,77.75301133,..
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.092004367,5.44528081,0.152314967,0.045439094,-10.07889498,-9.772987213,2.440981945,2.359972281,3.48836234,3.199503864,-3.75281794,3.445620659,-28.75858422,5.53473355,2.913822214,..
Ukraine,UKR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.372931051,7.955724663,0.568727972,-0.238948626,12.07185629,48.69986464,13.9127102,14.43832275,10.95185594,7.886717456,2.732492094,9.363139177,20.18363666,12.84902228,6.501984647,..
United Kingdom,GBR,Trade (% of GDP),NE.TRD.GNFS.ZS,59.05118022,63.32406157,61.96887045,61.71953952,58.82102283,57.12504461,59.83953151,63.18992458,64.9097722,65.00356642,59.1598893,58.53838629,69.19892644,64.99238417,62.84016053,..
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.260544609,0.851437739,1.528260347,1.718469613,3.160173515,2.1404056,2.206520206,3.023222198,1.551330951,1.256298998,-10.04789664,8.543111845,5.149703885,0.271650048,1.126422671,..
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.492654725,3.856112447,2.573234797,2.291666667,1.451120163,0.368046842,1.008417368,2.557755776,2.292839903,1.738104601,0.989486704,2.518371096,7.922048831,6.793967068,3.271572946,..
United States,USA,Trade (% of GDP),NE.TRD.GNFS.ZS,28.21989523,30.84248624,30.68183537,30.00795397,30.00447816,27.82356492,26.60796206,27.31302089,27.61037927,26.45375949,23.401563,25.60955766,27.31393974,25.29032979,25.37863425,..
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.695192577,1.564406858,2.289113387,2.117830098,2.523819814,2.945550455,1.819451478,2.457622299,2.966505069,2.583825334,-2.16302914,6.055052932,2.51237532,2.887556007,2.793001277,..
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.640043442,3.156841569,2.069337265,1.464832656,1.622222977,0.118627136,1.261583206,2.130110004,2.442583297,1.812210075,1.233584396,4.697858864,8.002799821,4.116338384,2.949525205,..
"Venezuela, RB",VEN,Trade (% of GDP),NE.TRD.GNFS.ZS,46.13689352,49.6381216,50.64858388,62.47952142,64.20744011,60.2888461,41.3072172,42.58293584,54.64506679,58.12929033,26.0912345,29.22634003,27.89827707,28.09460774,26.08116576,..
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.488791251,4.176425359,5.625956975,1.343094036,-3.894386475,-6.221371027,-17.0403346,-15.67140887,-19.6553416,-27.65796787,-29.99856992,0.955433429,8.000913107,4.001685911,5.3,..
"Venezuela, RB",VEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,28.18746471,26.09021232,21.06899563,40.63942752,62.16864998,121.7380853,254.9485348,..,..,..,..,..,..,..,..,..
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,
Last Updated: 04/08/2026,,,,,,,,,,,,,,,,,,,
